Feature_X1,Feature_X2,Category_X3,Target_Y
-0.752759286915825,6.981617140197452,high,13.961383360901621
2.704285838459497,5.360963663441204,medium,35.15921167301936
1.3919636508684308,3.0952761628632777,high,13.804060383370372
0.5919509051822196,8.137950197069486,high,16.838376878034662
-2.0638881573453807,6.847311725538793,low,22.372110637462157
-2.0640328779827843,1.626169393448913,low,17.179606752587922
-2.6514983269908035,9.109271844938425,high,42.174247190295716
2.1970568746496113,8.22537242923169,low,26.599052958014894
0.606690070459253,9.49799913291924,medium,16.085172531574507
1.2484354667762734,7.2571950838836,medium,17.473440825056166
-2.8764930342251853,6.134151959357899,low,33.524227674576885
2.819459112971966,4.182430362906189,medium,33.4892392304564
1.99465584480253,9.327284833540133,low,22.77531329537208
-1.725965335930343,8.660638895004084,high,28.821719520716098
-1.9090501967573963,0.45218670106189407,high,18.14019044120637
-1.899572940879397,0.26366974497252005,medium,17.61696826544119
-1.1745465422427737,3.7646336687804958,low,6.896590511354216
0.14853858979342682,8.105533307818328,low,8.944710326861575
-0.4083298881473052,9.872761293149445,medium,15.63162745586866
-1.2526251588117485,1.5041689110352818,high,12.565658859590918
0.6711173683342766,5.941307153521351,medium,11.505253250725548
-2.163036836087749,3.8089085663102153,high,24.065527168836123
-1.247132108788691,9.699143978146033,low,19.14786275179468
-0.8018289402378498,8.421189231357086,high,18.521204994174774
-0.26358009469778443,8.383287047111379,medium,12.90554334689399
1.7110557683580812,4.686931597949703,low,14.842893944427054
-1.8019573070498416,4.148195023376652,medium,18.828209696967008
0.08540663048166941,2.7340707193070624,medium,4.869179918534053
0.5544874131722546,0.5637549665092711,high,4.276866164537088
-2.721297523680014,8.647223762550531,medium,38.22014498083282
0.6452691114086302,8.129010091300776,high,15.977019303710435
-1.9768552578762508,9.997176732861305,low,27.26806283132167
-2.609690442088323,9.966368370739055,high,37.444697093760574
2.6933132235199997,5.5543170560262745,low,32.4067566304705
2.793792198447356,7.689874151805105,high,39.81295887837614
1.8503840886987666,9.44765729882428,medium,25.799748236865934
-1.1723173849597759,8.496473906774115,high,20.56733695027114
-2.413967315961697,2.4734810174319763,high,28.233243764082697
1.1053981590729416,4.505441353100935,low,10.89413712622422
-0.3590850375623922,1.2915941515149498,medium,2.1325611178725374
-2.267770590931327,9.540510272587223,high,36.10993508835279
-0.028938539332378888,6.0617463445088005,medium,8.21490835082477
-2.7936688733086896,2.2864280550346274,high,32.725915898235165
2.4559224124726926,6.7170068440585675,high,33.76225639342048
-1.4473201103998985,6.181282404578958,medium,13.606376858362683
0.9751337061238918,3.5816271803284048,high,13.007313561629598
-1.1297335434635343,1.1355759219962902,medium,7.440858019818567
0.12040812706686488,6.715731955927996,high,14.960152138900774
0.2802616760596779,5.2030770090379335,low,7.491991851343242
-1.8908732668468378,7.723183917356393,medium,21.693732184511774
2.817507766587351,5.201635011119934,high,37.76860582839724
1.6507969401666873,8.5218150031854,high,25.545131516446737
2.6369936493851345,5.519068387744856,low,32.23157485441273
